Gene Name	Mean of Geneid Strains	Standard Deviation of Geneid Strains	Group
K05C4.8	21.0	9.4163	4
flp-20	21.0	9.4163	4
T20B3.14	21.0	16.9902	4
F13B12.3	21.0	17.5689	4
acr-8	21.0	19.8662	4
glb-29	21.0	14.3527	4
F45D11.15	21.0	25.5082	4
npp-26	21.0	10.198	4
Y39A1A.16	21.3333	12.5521	4
F46G11.6	21.3333	30.1699	4
K09F6.9	21.3333	15.0849	4
cha-1	21.3333	17.442	4
Y53F4B.1	21.3333	5.9067	4
F55D12.1	21.3333	25.2234	4
Y49A3A.4	21.3333	6.2361	4
pals-34	21.3333	8.34	4
C44H9.7	21.3333	29.4656	4
C50B8.5	21.3333	14.8847	4
T22E5.6	21.3333	17.442	4
glo-3	21.3333	17.9877	4
F44D12.2	21.3333	17.1335	4
F36H5.14	21.3333	11.7284	4
mltn-1	21.3333	18.1169	4
Y53G8AL.1	21.3333	4.1096	4
F11A6.15	21.3333	14.522	4
R12A1.3	21.3333	24.0878	4
phat-4	21.3333	27.3537	4
K02E7.7	21.3333	13.8163	4
C04E7.3	21.3333	16.7796	4
F20G2.5	21.6667	13.7679	4
F53C11.9	21.6667	19.4822	4
C14A6.8	21.6667	3.3993	4
fbxb-16	21.6667	13.3	4
bcc-1	21.6667	12.9701	4
col-88	21.6667	20.1384	4
F58B4.6	21.6667	22.0958	4
dyf-6	21.6667	15.456	4
unc-93	21.6667	5.2493	4
cdka-1	21.6667	16.5798	4
col-158	21.6667	17.932	4
clec-4	21.6667	17.9691	4
F55C12.4	21.6667	20.9497	4
C35B1.8	21.6667	19.9388	4
ttll-15	21.6667	22.291	4
Y50C1A.2	21.6667	10.5304	4
Y75B12B.3	21.6667	25.85	4
clh-4	21.6667	20.1384	4
odr-2	21.6667	17.5942	4
xtr-1	21.6667	17.932	4
W01C9.2	21.6667	14.4299	4
gst-31	21.6667	12.8149	4
sup-9	21.6667	19.3448	4
F35F10.1	21.6667	24.5538	4
T24H10.5	21.6667	11.8977	4
R05A10.3	21.6667	14.9741	4
C06C6.8	21.6667	4.4969	4
C25E10.17	21.6667	3.8586	4
M02D8.2	22.0	15.5134	4
nhr-110	22.0	15.5778	4
tyra-2	22.0	2.1602	4
fbxa-125	22.0	8.641	4
cest-2.3	22.0	7.874	4
mec-2	22.0	15.2971	4
Y38C1AB.5	22.0	26.8701	4
W03F11.5	22.0	12.7279	4
nlp-68	22.0	15.5778	4
fbxa-201	22.0	9.4163	4
F54B11.11	22.0	12.0277	4
chtb-3	22.0	17.2047	4
VB0395L.1	22.0	21.276	4
cyp-33C2	22.0	10.198	4
dhs-16	22.0	28.3314	4
F53H4.3	22.0	20.5426	4
F15H9.1	22.0	6.532	4
F42A6.5	22.0	10.6145	4
Y38C1AB.1	22.0	26.1661	4
poml-4	22.0	10.6145	4
amt-3	22.0	6.532	4
comt-5	22.0	13.7356	4
T08G2.2	22.0	15.748	4
F18C5.9	22.0	30.4083	4
sri-5	22.0	14.7196	4
sulp-4	22.0	13.3666	4
T24E12.13	22.0	15.1217	4
F09B9.5	22.0	18.5472	4
B0403.6	22.0	17.1464	4
cho-1	22.0	15.2534	4
col-138	22.0	1.633	4
ZC487.1	22.0	20.9921	4
irg-6	22.0	20.3142	4
Y39B6A.9	22.0	4.3205	4
fbxc-20	22.3333	18.8031	4
F55B11.7	22.3333	8.2597	4
bre-2	22.3333	12.7105	4
Y38C1BA.1	22.3333	10.3709	4
F53F8.6	22.3333	11.9536	4
cyn-17	22.3333	25.9401	4
Y38C1AA.6	22.3333	16.0485	4
ZK250.13	22.3333	14.2906	4
K08E7.8	22.3333	16.7398	4
swip-10	22.3333	28.802	4
Y47H10A.2	22.3333	8.5765	4
nrps-1	22.3333	16.2138	4
F58D5.3	22.3333	9.2856	4
C27F2.6	22.3333	13.3	4
acr-15	22.3333	8.2597	4
F41E7.2	22.3333	20.3361	4
flp-3	22.3333	14.6363	4
glb-11	22.6667	17.7826	4
Y47H10A.4	22.6667	22.529	4
nstp-3	22.6667	31.3511	4
nhr-145	22.6667	19.6016	4
pgp-11	22.6667	17.632	4
col-85	22.6667	14.7045	4
gap-1	22.6667	11.4407	4
C01B10.44	22.6667	15.1731	4
fbxb-2	22.6667	18.7853	4
F46C8.8	22.6667	29.2385	4
ttx-1	22.6667	29.2385	4
R09A8.5	22.6667	16.9967	4
Y116F11A.1	22.6667	17.3077	4
F32D8.11	22.6667	11.6714	4
eat-4	22.6667	20.7579	4
rgs-3	22.6667	5.4365	4
Y81G3A.6	22.6667	3.8586	4
E02H4.2	22.6667	11.1156	4
madf-4	22.6667	20.0721	4
E02H4.4	22.6667	10.9646	4
mls-2	22.6667	27.256	4
R01E6.7	22.6667	12.6579	4
C30G12.1	22.6667	17.632	4
F35E2.2	22.6667	18.4089	4
C33E10.1	22.6667	11.8977	4
nhr-212	22.6667	15.0628	4
nhr-99	22.6667	22.8959	4
col-45	22.6667	12.9701	4
Y39G8B.9	23.0	14.1657	4
K01B6.3	23.0	25.7811	4
H20E11.2	23.0	18.0185	4
C34B7.1	23.0	3.7417	4
W09C3.8	23.0	13.6382	4
Y19D10B.6	23.0	21.276	4
rga-6	23.0	14.7648	4
C07A9.12	23.0	15.8955	4
C34D1.4	23.0	14.1421	4
W02F12.2	23.0	17.9072	4
sox-3	23.0	13.4907	4
F46G11.2	23.0	25.1529	4
best-6	23.0	9.0921	4
C15C7.6	23.0	15.1217	4
srd-64	23.0	16.3911	4
nhr-123	23.0	4.0825	4
T22E5.1	23.0	15.6418	4
C29E4.14	23.0	9.9331	4
bus-12	23.0	24.2625	4
T10C6.16	23.0	9.2014	4
C25G6.4	23.0	13.4907	4
ndx-8	23.3333	16.1314	4
R06A10.1	23.3333	7.3182	4
Y52B11A.12	23.3333	23.8374	4
ZK512.11	23.3333	23.7954	4
K09D9.1	23.3333	22.0958	4
W09G12.10	23.3333	26.0427	4
nhx-3	23.3333	20.0721	4
K07E8.6	23.3333	24.9978	4
F33A8.7	23.3333	32.9983	4
mfsd-12	23.3333	10.4987	4
col-86	23.3333	16.3571	4
K02E2.11	23.3333	11.5854	4
cyp-13A10	23.3333	24.9978	4
W01C9.1	23.3333	16.0278	4
ast-1	23.3333	26.0427	4
F38H4.3	23.3333	10.6562	4
dpy-5	23.3333	10.5304	4
F13D11.4	23.3333	23.214	4
odd-1	23.3333	23.7954	4
F35B12.9	23.3333	30.2141	4
ifas-3	23.3333	13.8884	4
ceh-34	23.3333	21.9292	4
fig-1	23.3333	28.8598	4
Y53C10A.15	23.3333	2.8674	4
F28B12.1	23.3333	14.3836	4
K02F2.5	23.3333	30.2141	4
cest-5.1	23.3333	16.9967	4
seb-3	23.3333	20.2704	4
nhr-142	23.3333	8.1786	4
fbxa-208	23.3333	8.3799	4
Y71H2B.8	23.3333	22.8376	4
W04G5.8	23.3333	19.5675	4
nhr-211	23.3333	2.0548	4
nlp-67	23.3333	17.5942	4
twk-12	23.6667	27.3537	4
W07A12.8	23.6667	16.7796	4
K09H9.9	23.6667	8.7305	4
fkh-8	23.6667	14.3836	4
kin-15	23.6667	25.6948	4
T21D12.7	23.6667	17.2111	4
oac-58	23.6667	13.4743	4
T15B7.15	23.6667	15.195	4
cest-35.2	23.6667	13.2749	4
clec-180	23.6667	27.3537	4
nhr-129	23.6667	11.6142	4
Y48G10A.6	23.6667	22.3954	4
F37D6.3	23.6667	7.0396	4
clec-70	23.6667	9.7411	4
F36D1.6	23.6667	7.4087	4
F56H6.2	23.6667	14.3836	4
stn-2	23.6667	22.5438	4
rgs-4	23.6667	18.3727	4
K09H9.8	23.6667	11.2645	4
ser-7	23.6667	13.8163	4
C46C2.3	23.6667	11.1156	4
Y75B12A.2	23.6667	15.3695	4
aex-4	24.0	17.0489	4
F10E7.1	24.0	21.276	4
W05E10.1	24.0	18.1842	4
flp-7	24.0	25.4689	4
C30F2.5	24.0	14.8549	4
cdh-9	24.0	32.5372	4
sod-3	24.0	4.2426	4
ZK813.4	24.0	15.6418	4
T01D1.8	24.0	25.3114	4
Y71G12B.33	24.0	3.7417	4
F18A11.2	24.0	15.1217	4
F13H8.1	24.0	17.7951	4
C26D10.4	24.0	21.9241	4
best-21	24.0	21.9697	4
F38A6.4	24.0	32.5372	4
srsx-27	24.0	16.3299	4
nhr-50	24.0	18.4572	4
gcy-23	24.0	9.6264	4
R06A10.5	24.0	3.266	4
ZC412.8	24.0	2.1602	4
lact-1	24.0	20.0167	4
ZK380.4	24.0	17.4547	4
inpp-1	24.0	20.5426	4
ZK6.8	24.0	24.097	4
D2062.5	24.3333	13.1993	4
ttr-11	24.3333	14.3836	4
R102.2	24.3333	33.7079	4
ptr-16	24.3333	30.2692	4
F48F5.6	24.3333	24.7296	4
F54B11.10	24.3333	33.7079	4
C24H10.3	24.3333	28.9406	4
fbxb-118	24.3333	17.2498	4
K08C7.7	24.3333	14.6591	4
T19C3.3	24.3333	20.2868	4
C54D10.13	24.3333	27.0103	4
Y15E3A.3	24.3333	6.5997	4
ceh-16	24.3333	26.7125	4
hlh-27	24.3333	20.0056	4
slc-17.8	24.3333	21.9292	4
F46C5.10	24.3333	27.3902	4
fbxb-101	24.3333	20.2375	4
pll-1	24.3333	15.5206	4
F36A4.5	24.3333	3.6818	4
F52D2.6	24.3333	12.4989	4
ZK563.7	24.6667	18.1169	4
phg-1	24.6667	32.7855	4
cest-28	24.6667	17.4611	4
arrd-11	24.6667	5.2493	4
ncx-8	24.6667	8.6538	4
R04A9.3	24.6667	18.1169	4
F13B12.4	24.6667	34.8839	4
R11G1.2	24.6667	14.8847	4
glr-4	24.6667	22.5438	4
nhr-193	24.6667	15.6915	4
F52B10.3	24.6667	22.8813	4
C07D10.1	24.6667	29.409	4
best-24	24.6667	24.4586	4
F46F3.3	24.6667	30.739	4
ugt-39	24.6667	19.6016	4
F40A3.7	25.0	12.083	4
Y46H3A.4	25.0	22.3756	4
nlp-8	25.0	30.474	4
oct-1	25.0	21.9545	4
F28H6.8	25.0	19.3046	4
lin-29	25.0	16.3095	4
col-120	25.0	13.1403	4
Y62E10A.19	25.0	22.1961	4
C06B8.2	25.0	19.4422	4
C40A11.7	25.0	17.5689	4
ZK892.6	25.0	17.1464	4
nlp-43	25.0	33.9509	4
AC8.11	25.0	14.1657	4
dyf-4	25.0	33.2566	4
F58F12.2	25.0	3.7417	4
csp-1	25.0	14.3062	4
hot-8	25.0	9.0921	4
col-174	25.0	29.8775	4
lgc-33	25.0	7.2572	4
C45G7.13	25.0	15.2971	4
C48D1.9	25.0	7.4833	4
ugt-4	25.0	18.4932	4
F49C12.6	25.0	19.8158	4
lpr-1	25.0	23.622	4
cdh-7	25.0	12.7541	4
sup-10	25.0	19.2527	4
nas-14	25.3333	15.107	4
T06A4.1	25.3333	22.4846	4
F18A1.1	25.3333	22.6618	4
Y34F4.3	25.3333	25.3684	4
frpr-7	25.3333	17.1723	4
ZC239.15	25.3333	20.548	4
nhr-226	25.3333	16.7597	4
K08E7.5	25.3333	21.9292	4
F57B1.6	25.3333	35.8267	4
gmeb-3	25.3333	7.3636	4
F58E2.4	25.3333	15.3695	4
srp-3	25.3333	15.2825	4
vab-7	25.3333	16.5193	4
tbx-40	25.3333	19.4308	4
glb-20	25.3333	16.1107	4
Y69H2.9	25.3333	23.1565	4
EGAP9.3	25.3333	27.7769	4
gogo-1	25.3333	35.122	4
C34F6.11	25.3333	16.7796	4
qua-1	25.3333	33.7079	4
ugt-11	25.3333	21.746	4
W01A8.6	25.6667	31.4784	4
bus-19	25.6667	34.8935	4
F43G6.17	25.6667	10.873	4
D1046.4	25.6667	14.0791	4
K05C4.9	25.6667	28.5463	4
unc-75	25.6667	33.5095	4
bus-4	25.6667	30.739	4
spl-2	25.6667	36.2981	4
lgc-32	25.6667	28.8714	4
trpa-2	25.6667	19.3964	4
gadr-4	25.6667	11.8977	4
ptrg-1	25.6667	34.1988	4
R11E3.2	25.6667	23.0988	4
nlp-30	25.6667	28.6628	4
F59B2.9	25.6667	24.6892	4
ZC449.4	25.6667	18.6607	4
ZK250.14	25.6667	15.1731	4
vglu-3	25.6667	27.8608	4
F30A10.15	25.6667	13.0979	4
pef-1	25.6667	28.8714	4
C07F11.2	25.6667	13.8884	4
F55G7.1	25.6667	10.2089	4
B0334.10	25.6667	11.7284	4
K07C5.13	25.6667	15.8395	4
otpl-3	25.6667	11.5854	4
W05F2.7	25.6667	4.9216	4
ugt-20	25.6667	22.1259	4
Y65B4A.4	25.6667	11.1455	4
nhr-173	26.0	22.0907	4
K09H9.1	26.0	19.2527	4
Y87G2A.25	26.0	19.0263	4
Y41D4B.17	26.0	20.1163	4
ZK669.2	26.0	12.9615	4
scl-27	26.0	10.198	4
egl-38	26.0	11.5181	4
slc-28.1	26.0	28.5774	4
npr-41	26.0	11.5181	4
tsp-13	26.0	9.4163	4
inx-6	26.0	35.3648	4
glo-2	26.0	9.6264	4
F38A6.5	26.0	21.2132	4
K01A2.4	26.0	32.619	4
W02B12.13	26.0	21.6487	4
Y9C9A.8	26.0	18.3848	4
Y42G9A.2	26.0	29.0631	4
F48B9.3	26.0	14.8549	4
srt-13	26.0	24.59	4
srlf-24	26.0	20.8327	4
tbx-32	26.0	34.6699	4
M01G12.14	26.0	2.1602	4
osr-1	26.0	24.8328	4
nhr-43	26.0	28.4722	4
R10E8.3	26.0	17.3781	4
F32H2.6	26.0	22.5536	4
T22H2.4	26.0	17.6824	4
F41G3.21	26.0	36.7696	4
Y43D4A.2	26.0	19.2527	4
npr-42	26.0	5.3541	4
frpr-5	26.0	12.5698	4
dlc-3	26.0	15.2971	4
C42D4.18	26.0	21.9241	4
fbxa-182	26.3333	18.8739	4
C55C2.3	26.3333	2.357	4
Y102E9.5	26.3333	17.1335	4
C36B1.6	26.3333	18.1169	4
F23C8.14	26.3333	24.0878	4
T10D4.1	26.3333	26.7872	4
spe-27	26.3333	5.9067	4
K03H9.3	26.3333	18.6607	4
C55C3.1	26.3333	16.4992	4
fbxa-98	26.3333	14.522	4
D2063.1	26.3333	26.386	4
kreg-1	26.3333	18.6607	4
F46E10.18	26.3333	10.3387	4
Y75B8A.10	26.3333	8.6538	4
twk-39	26.3333	10.274	4
cnc-3	26.3333	33.7079	4
Y116A8C.468	26.3333	9.4634	4
F07D3.3	26.3333	18.2635	4
gly-2	26.3333	20.2375	4
gst-21	26.3333	25.7725	4
hlh-14	26.3333	19.2238	4
Y50D4B.4	26.3333	18.6607	4
unc-86	26.3333	35.141	4
F26F12.8	26.3333	16.0485	4
trp-2	26.3333	12.2837	4
F44E5.4	26.3333	26.386	4
C26B9.6	26.3333	24.3903	4
C54C6.7	26.6667	16.1314	4
fbxa-11	26.6667	4.4969	4
F44E5.5	26.6667	28.004	4
Y82E9BL.3	26.6667	29.0096	4
C10E2.2	26.6667	14.7045	4
C13C4.6	26.6667	14.9741	4
ocr-2	26.6667	8.9567	4
C29F9.2	26.6667	23.6972	4
F58E6.6	26.6667	32.2215	4
F11E6.9	26.6667	37.7124	4
rsef-1	26.6667	8.34	4
F58D5.8	26.6667	18.8031	4
rund-1	26.6667	19.2931	4
dop-6	26.6667	20.9974	4
cpg-22	26.6667	23.471	4
T26C5.5	26.6667	10.6562	4
mboa-1	26.6667	29.409	4
Y57G11C.1144	26.6667	16.7597	4
sup-18	26.6667	20.8859	4
F56D2.5	26.6667	14.2673	4
F20D6.1	26.6667	5.4365	4
C45E1.4	26.6667	10.3387	4
C10A4.1	26.6667	18.9268	4
npr-17	26.6667	10.7806	4
Y6D1A.2	27.0	22.0454	4
fbxa-14	27.0	21.6487	4
F44F4.15	27.0	21.4009	4
K01A6.5	27.0	14.3527	4
nhr-67	27.0	38.1838	4
W02C12.2	27.0	22.7596	4
his-29	27.0	16.3095	4
D1081.11	27.0	12.0277	4
M03A1.3	27.0	23.7908	4
T14G8.2	27.0	15.8955	4
F37A8.5	27.0	18.1842	4
Y34B4A.10	27.0	33.3567	4
glt-4	27.0	17.6635	4
glr-5	27.0	20.4613	4
F18C12.4	27.0	14.1421	4
cut-4	27.0	18.1842	4
C30F12.3	27.0	9.6264	4
C05D12.2	27.0	15.5134	4
W04C9.5	27.0	12.7541	4
rpi-2	27.0	4.5461	4
T08G5.3	27.3333	18.3727	4
pnc-2	27.3333	6.9442	4
D1007.19	27.3333	9.5336	4
his-53	27.3333	15.107	4
nhr-44	27.3333	17.9877	4
F10C2.3	27.3333	17.6131	4
spe-45	27.3333	21.6692	4
dylt-3	27.3333	7.8457	4
slc-36.4	27.3333	15.3261	4
F09E10.1	27.3333	11.8134	4
Y116A8C.469	27.3333	10.274	4
C14C11.4	27.3333	17.4611	4
ensh-1	27.3333	29.5334	4
R04A9.6	27.3333	18.9268	4
fbxb-72	27.3333	26.386	4
nlp-81	27.3333	16.8589	4
Y50E8A.5	27.3333	33.8264	4
clec-230	27.3333	38.6552	4
nhr-128	27.3333	18.9268	4
mgl-2	27.3333	23.7954	4
W08E12.8	27.3333	4.6428	4
F22F4.5	27.3333	14.522	4
C30G7.2	27.6667	15.1731	4
Y39F10C.1	27.6667	21.3125	4
nhr-106	27.6667	9.8432	4
cut-5	27.6667	34.9698	4
idpc-4	27.6667	31.3723	4
C26E1.2	27.6667	20.7579	4
Y105E8A.1	27.6667	22.4549	4
F07C3.9	27.6667	32.968	4
B0198.2	27.6667	8.0554	4
C46F2.1	27.6667	19.9555	4
T04A11.5	27.6667	26.837	4
ttr-39	27.6667	30.0703	4
nhr-126	27.6667	15.1511	4
Y82E9BL.5	27.6667	20.1715	4
Y38H6C.20	27.6667	10.403	4
cfi-1	27.6667	25.6948	4
fbxa-63	27.6667	17.1529	4
T07D10.3	27.6667	28.5929	4
nas-3	27.6667	36.3349	4
snt-1	27.6667	30.2692	4
F18A11.5	27.6667	21.5149	4
mod-5	28.0	12.0277	4
fbxa-190	28.0	9.8995	4
F23D12.7	28.0	13.4412	4
C29E4.10	28.0	24.6577	4
F58F12.4	28.0	34.0979	4
Y39A1A.9	28.0	14.7196	4
npr-8	28.0	18.0555	4
ZC449.2	28.0	39.598	4
ceh-79	28.0	12.8323	4
hot-1	28.0	23.4236	4
ser-5	28.0	16.3095	4
cng-1	28.0	20.8487	4
faah-5	28.0	13.7356	4
F47G3.1	28.0	30.4302	4
F35B3.7	28.0	21.9545	4
C54G4.4	28.0	18.3848	4
Y18H1A.9	28.0	14.8997	4
acr-17	28.0	6.377	4
subs-4	28.0	20.6074	4
cutl-14	28.0	14.7196	4
ttr-26	28.0	24.7521	4
kap-1	28.0	21.9697	4
C16C4.17	28.0	23.0362	4
fbxb-56	28.3333	16.8193	4
grsp-3	28.3333	19.7034	4
F41G4.7	28.3333	6.7987	4
octr-1	28.3333	6.1283	4
C05D12.1	28.3333	21.746	4
F36F12.3	28.3333	7.9303	4
C18H7.11	28.3333	23.1132	4
F07E5.12	28.3333	17.3077	4
fbxa-105	28.3333	21.853	4
F16G10.5	28.3333	7.4087	4
C45G9.15	28.3333	17.7451	4
acr-12	28.3333	15.5849	4
C14A4.7	28.3333	6.8475	4
F43C1.5	28.3333	12.2837	4
mltn-9	28.6667	37.7212	4
Y110A2AL.10	28.6667	26.4491	4
Y49E10.30	28.6667	19.2585	4
Y22D7AR.7	28.6667	17.9134	4
H10D18.5	28.6667	13.3	4
tsp-7	28.6667	30.9121	4
F32B4.8	28.6667	10.873	4
oac-59	28.6667	18.9268	4
F20D6.5	28.6667	25.0377	4
F40F12.9	28.6667	11.7284	4
lat-2	28.6667	32.2215	4
chil-13	28.6667	33.069	4
F38A5.22	28.6667	8.9938	4
lipl-1	28.6667	20.2375	4
hrg-4	28.6667	19.6695	4
hrg-6	28.6667	15.0628	4
cyp-33C4	28.6667	21.2341	4
F59C6.8	29.0	10.2307	4
hlh-16	29.0	40.3072	4
F59C6.14	29.0	18.6726	4
nca-2	29.0	13.9523	4
Y54G2A.41	29.0	24.7521	4
C15A11.7	29.0	8.6023	4
C18A11.1	29.0	26.2805	4
chkr-1	29.0	24.097	4
K03B8.8	29.0	20.6074	4
C46C11.4	29.0	28.0832	4
syx-2	29.0	10.8012	4
dgn-2	29.0	16.0831	4
C04E12.2	29.0	34.0294	4
zzz-1	29.0	22.0151	4
F38E11.6	29.0	18.0555	4
math-39	29.0	14.8997	4
K02G10.5	29.0	27.6043	4
F36H5.8	29.0	19.8158	4
C44H9.4	29.0	18.4572	4
grl-21	29.3333	13.0213	4
ZC373.3	29.3333	17.442	4
flp-14	29.3333	25.9786	4
T26E3.7	29.3333	9.5685	4
spe-49	29.3333	23.3	4
T22F7.4	29.3333	19.4822	4
ins-35	29.3333	24.4994	4
Y45G12C.1	29.3333	18.9091	4
che-14	29.3333	20.6774	4
B0432.1	29.3333	14.8847	4
adt-3	29.3333	20.3361	4
deg-1	29.3333	17.2111	4
C29H12.6	29.3333	21.8225	4
gst-32	29.3333	6.1824	4
F57B1.5	29.3333	15.456	4
Y75B7AL.2	29.3333	14.522	4
tag-180	29.6667	20.0389	4
his-21	29.6667	17.632	4
ugt-57	29.6667	40.549	4
T22B7.3	29.6667	27.7889	4
K09H9.5	29.6667	17.932	4
ugt-25	29.6667	18.3727	4
nhr-232	29.6667	28.4292	4
flr-4	29.6667	11.4698	4
fbxb-5	29.6667	21.5613	4
F23A7.5	29.6667	17.9134	4
nmtn-1	29.6667	16.4992	4
F56F10.2	29.6667	22.306	4
F55C9.5	29.6667	21.4528	4
Y55F3AM.21	29.6667	16.9967	4
sfrp-1	29.6667	23.9072	4
lin-32	29.6667	30.1588	4
Y37H9A.5	29.6667	11.3235	4
C46A5.4	29.6667	35.7802	4
fbxb-98	29.6667	19.5675	4
C53C11.5	29.6667	26.8494	4
lin-11	29.6667	19.2585	4
che-3	29.6667	20.2704	4
dpy-4	29.6667	12.9701	4
R07G3.8	29.6667	18.9795	4
Y47D9A.5	29.6667	19.1369	4
cyp-32A1	29.6667	22.306	4
twk-13	29.6667	19.3964	4
C28G1.10	29.6667	20.0721	4
twk-24	29.6667	22.0958	4
fbxa-169	29.6667	7.5865	4
T05A7.11	29.6667	37.0615	4
ZC239.16	30.0	21.7409	4
T26H5.14	30.0	19.6469	4
Y75B8A.28	30.0	17.5689	4
arcp-1	30.0	18.5472	4
fbxc-49	30.0	7.1181	4
cnc-7	30.0	29.7097	4
Y55D5A.3	30.0	29.9778	4
nep-24	30.0	14.7648	4
his-34	30.0	20.1163	4
sre-44	30.0	12.8323	4
C12D8.9	30.0	12.7541	4
B0034.7	30.0	35.5903	4
twk-2	30.0	20.3142	4
tnt-4	30.0	39.598	4
R02F2.8	30.0	18.3848	4
F37C12.10	30.0	4.3205	4
ptr-8	30.0	24.5357	4
nep-12	30.0	24.8596	4
H38K22.7	30.0	13.4412	4
Y54G2A.40	30.0	16.7531	4
tsp-15	30.0	30.0998	4
BE10.4	30.0	28.3314	4
bath-45	30.0	19.6469	4
H12D21.3	30.0	5.7155	4
C34B2.9	30.0	23.2809	4
W01A11.7	30.0	13.3666	4
M04C3.2	30.0	19.8158	4
C34B2.4	30.3333	4.9889	4
F23H12.5	30.3333	38.7327	4
arrd-9	30.3333	16.7796	4
F20D6.10	30.3333	25.9401	4
F41F3.8	30.3333	36.6454	4
fbxc-34	30.3333	29.3295	4
ZK622.5	30.3333	35.122	4
fbxa-128	30.3333	7.3636	4
math-34	30.3333	37.9503	4
Y37A1A.3	30.3333	22.0958	4
T07F12.4	30.3333	21.1713	4
pgp-7	30.3333	16.3571	4
C35C5.8	30.3333	34.7595	4
F21D9.11	30.3333	21.914	4
col-127	30.3333	23.8094	4
daf-6	30.3333	21.1713	4
F19B2.6	30.3333	22.5438	4
F45D3.2	30.6667	25.5256	4
math-40	30.6667	19.6695	4
fbxc-30	30.6667	13.0979	4
T06E6.10	30.6667	14.0079	4
irld-6	30.6667	13.6951	4
Y15E3A.5	30.6667	23.5702	4
K03B4.4	30.6667	24.9444	4
gst-15	30.6667	12.8149	4
ZK896.4	30.6667	23.1709	4
fbxb-60	30.6667	20.4179	4
K04H8.3	30.6667	13.1233	4
Y71A12B.10	30.6667	29.7807	4
B0205.13	30.6667	24.3082	4
Y54E2A.10	30.6667	16.8193	4
fbxc-39	30.6667	33.069	4
Y39B6A.41	30.6667	19.6016	4
mod-1	30.6667	12.6579	4
F28A10.1	30.6667	12.4989	4
nlp-69	31.0	10.198	4
ZK688.12	31.0	19.2007	4
nhr-158	31.0	9.2014	4
sol-2	31.0	14.2361	4
madf-10	31.0	26.0896	4
zig-10	31.0	40.3237	4
C28G1.6	31.0	22.3756	4
T19E7.6	31.0	26.5456	4
T10B5.10	31.0	9.4163	4
F54B8.4	31.0	19.6469	4
F26F12.4	31.0	34.7083	4
mapk-15	31.0	22.0907	4
cal-2	31.0	32.1351	4
Y57E12AR.1	31.0	17.0489	4
twk-28	31.0	19.8158	4
nhr-59	31.0	22.9928	4
ZC196.5	31.0	24.1799	4
mab-5	31.0	33.2966	4
chts-1	31.0	34.419	4
R10E8.8	31.0	26.1916	4
unc-39	31.0	40.3237	4
W09H1.4	31.0	18.0555	4
F52C6.4	31.0	17.1464	4
fbxa-13	31.3333	8.6538	4
ace-1	31.3333	25.5908	4
Y11D7A.9	31.3333	40.8276	4
T24E12.10	31.3333	7.4087	4
C06E1.7	31.3333	4.9216	4
pgp-1	31.3333	11.4407	4
pals-16	31.3333	14.3372	4
F23F12.3	31.3333	22.6912	4
gadr-3	31.3333	10.4987	4
nhr-143	31.3333	28.0159	4
F15E6.3	31.3333	38.6896	4
pde-1	31.3333	32.4996	4
Y22D7AR.2	31.3333	25.7207	4
M88.4	31.3333	20.2704	4
col-60	31.3333	6.65	4
F18C5.5	31.3333	34.6538	4
vab-15	31.3333	37.2767	4
dmsr-3	31.3333	5.2493	4
zig-8	31.3333	31.6474	4
col-83	31.3333	20.6774	4
col-58	31.3333	36.5908	4
D2021.4	31.3333	17.1529	4
mab-7	31.6667	33.1897	4
bbs-5	31.6667	14.0554	4
Y27F2A.6	31.6667	6.5997	4
K08D8.7	31.6667	23.3	4
tnc-2	31.6667	37.7918	4
acr-9	31.6667	7.4087	4
Y9C12A.1	31.6667	6.9442	4
C31B8.7	31.6667	9.3927	4
T16G12.9	31.6667	11.1455	4
F09E5.16	31.6667	14.0791	4
Y105E8A.13	31.6667	9.1773	4
F07B7.12	31.6667	28.1109	4
T27A1.2	31.6667	14.6135	4
rgs-1	31.6667	16.2138	4
cgt-1	31.6667	32.968	4
vap-2	31.6667	19.9555	4
B0403.3	32.0	24.0555	4
F09E10.7	32.0	38.9957	4
selt-1.2	32.0	24.7521	4
cest-4	32.0	22.8619	4
hot-4	32.0	19.2527	4
twk-30	32.0	13.4412	4
srj-14	32.0	34.1858	4
Y58A7A.4	32.0	20.0499	4
ZK637.4	32.0	11.3137	4
F26E4.2	32.0	22.1058	4
gmeb-2	32.0	25.1396	4
F36H9.5	32.0	13.5892	4
T13A10.1	32.0	23.5514	4
ZK945.8	32.0	14.4453	4
Y50D4A.10	32.0	10.8012	4
C35C5.9	32.0	17.282	4
syd-1	32.0	30.8653	4
F47D12.3	32.0	20.8487	4
C04C3.4	32.0	11.431	4
F44E7.3	32.0	19.2007	4
pgp-13	32.0	27.2886	4
ser-4	32.0	18.0185	4
cest-16	32.0	32.8938	4
F08G2.5	32.0	8.165	4
C27A12.4	32.3333	14.7045	4
Y50E8A.1	32.3333	36.5908	4
unc-63	32.3333	14.6135	4
col-157	32.3333	8.3799	4
F15G9.5	32.3333	21.746	4
F35C11.6	32.3333	24.5674	4
ttr-33	32.3333	35.027	4
C07B5.4	32.3333	35.3113	4
twk-25	32.3333	30.7065	4
F56G4.7	32.3333	7.9303	4
C01C10.2	32.3333	42.2401	4
K08D12.4	32.3333	12.9185	4
H40L08.3	32.3333	16.9967	4
